maneuver_id,canonical_race_id,source_location,team,boat,maneuver_type,center_time,classification_confidence,baseline_confidence,loss_confidence,demo_triage_score,relative_speed_loss_area,abs_relative_vmg_loss_area,time_below_fleet_speed,time_below_fleet_vmg,recovery_time_to_90,recovery_time_to_95,data_gap_near_center,vmg_sign_mismatch_flag,unrecovered_flag,strict_demo_candidate,review_tier,recommended_use,final_card_available,final_card_path
1,Halifax_Race_1,Halifax,AUS,AUS,gybe,2024-06-01 19:08:48+00:00,1.0,high,high,0.9663333333333334,632.2497589302063,510.3773820433928,41.0,0.0,,,False,False,True,True,high_review_priority,candidate_review,False,
2,Halifax_Race_1,Halifax,AUS,AUS,gybe,2024-06-01 19:10:13+00:00,1.0,high,high,0.5793666666666667,104.62731033325176,177.83270379516625,35.0,21.0,0.0,11.0,False,False,False,True,medium_review_priority,backup_review,False,
3,Halifax_Race_1,Halifax,AUS,AUS,gybe,2024-06-01 19:10:54+00:00,1.0,high,high,0.8312,291.0400935745237,322.75844863315143,41.0,4.0,14.0,,False,False,False,True,high_review_priority,candidate_review,False,
4,Halifax_Race_1,Halifax,AUS,AUS,tack,2024-06-01 19:11:34+00:00,1.0,high,high,0.6974666666666667,195.54891963958727,231.38334907992606,39.0,34.0,0.0,26.0,False,False,False,True,high_review_priority,candidate_review,False,
5,Halifax_Race_1,Halifax,AUS,AUS,tack,2024-06-01 19:12:26+00:00,1.0,high,high,0.8954666666666667,403.16557331085187,364.54798066013694,41.0,38.0,23.0,24.0,False,False,False,True,high_review_priority,candidate_review,False,
6,Halifax_Race_1,Halifax,AUS,AUS,tack,2024-06-01 19:13:11+00:00,1.0,high,high,0.34746666666666665,94.03519798278802,9.937544717582195,16.0,4.0,0.0,8.0,False,False,False,True,medium_review_priority,backup_review,False,
7,Halifax_Race_1,Halifax,AUS,AUS,gybe,2024-06-01 19:15:23+00:00,1.0,high,high,0.4201666666666667,39.37754688262934,123.06555943324932,22.0,25.0,0.0,25.0,False,False,False,True,medium_review_priority,backup_review,False,
8,Halifax_Race_1,Halifax,AUS,AUS,gybe,2024-06-01 19:16:35+00:00,1.0,high,high,0.3297333333333334,21.726526451110857,64.9948170208112,13.0,27.0,13.0,16.0,False,False,False,True,medium_review_priority,backup_review,False,
9,Halifax_Race_1,Halifax,AUS,AUS,low_confidence_turn,2024-06-01 19:16:57+00:00,0.5,high,low,,27.537786483764663,,5.0,3.0,0.0,0.0,False,False,False,False,exclude_from_demo,exclude,False,
10,Halifax_Race_1,Halifax,AUS,AUS,tack,2024-06-01 19:17:27+00:00,1.0,high,high,0.4303666666666667,61.81674173355098,95.18319880637242,22.0,19.0,0.0,11.0,False,False,False,True,medium_review_priority,backup_review,False,
11,Halifax_Race_1,Halifax,AUS,AUS,gybe,2024-06-01 19:19:09+00:00,1.0,high,high,0.44566666666666666,78.98056217193596,114.19094428863062,14.0,28.0,0.0,0.0,False,False,False,True,medium_review_priority,backup_review,False,
12,Halifax_Race_1,Halifax,AUS,AUS,low_confidence_turn,2026-05-09 17:08:17+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
13,Halifax_Race_1,Halifax,AUS,AUS,low_confidence_turn,2026-05-09 17:10:40+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
14,Halifax_Race_1,Halifax,AUS,AUS,low_confidence_turn,2026-05-09 17:11:24+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
15,Halifax_Race_1,Halifax,AUS,AUS,low_confidence_turn,2026-05-09 17:12:44+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
16,Halifax_Race_1,Halifax,AUS,AUS,low_confidence_turn,2026-05-09 17:13:10+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
17,Halifax_Race_1,Halifax,AUS,AUS,low_confidence_turn,2026-05-09 17:14:37+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
18,Halifax_Race_1,Halifax,AUS,AUS,low_confidence_turn,2026-05-09 17:14:49+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
19,Halifax_Race_1,Halifax,AUS,AUS,low_confidence_turn,2026-05-09 17:15:01+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
20,Halifax_Race_1,Halifax,AUS,AUS,low_confidence_turn,2026-05-09 17:15:47+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
21,Halifax_Race_1,Halifax,AUS,AUS,low_confidence_turn,2026-05-09 17:16:49+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
22,Halifax_Race_1,Halifax,AUS,AUS,low_confidence_turn,2026-05-09 17:17:26+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
23,Halifax_Race_1,Halifax,AUS,AUS,low_confidence_turn,2026-05-09 17:18:07+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
24,Halifax_Race_1,Halifax,AUS,AUS,low_confidence_turn,2026-05-09 17:18:51+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
25,Halifax_Race_1,Halifax,AUS,AUS,mark_rounding,2026-05-09 17:09:58+00:00,,low,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
26,Bermuda_Race_1,Bermuda,BRA,BRA,gybe,2026-05-09 17:10:54+00:00,1.0,medium,medium,0.9096,560.6790782546997,618.9548564529417,41.0,7.0,10.0,11.0,False,False,False,True,high_review_priority,candidate_review,False,
27,Bermuda_Race_1,Bermuda,BRA,BRA,low_confidence_turn,2026-05-09 17:11:12+00:00,0.5,high,low,,175.84973379135116,,32.0,15.0,0.0,0.0,False,False,False,False,exclude_from_demo,exclude,False,
28,Bermuda_Race_1,Bermuda,BRA,BRA,tack,2026-05-09 17:11:44+00:00,1.0,high,high,0.8960666666666668,484.162278699875,379.37709829330447,40.0,35.0,17.0,21.0,False,False,False,True,high_review_priority,candidate_review,False,
29,Bermuda_Race_1,Bermuda,BRA,BRA,tack,2026-05-09 17:13:10+00:00,1.0,high,high,0.3667666666666667,49.28613593101491,19.214989528656048,19.0,6.0,17.0,27.0,False,False,False,True,medium_review_priority,backup_review,False,
30,Bermuda_Race_1,Bermuda,BRA,BRA,tack,2026-05-09 17:13:48+00:00,1.0,high,high,,100.35945854187008,,25.0,35.0,14.0,15.0,False,False,False,False,low_review_priority,archive_only,False,
31,Bermuda_Race_1,Bermuda,BRA,BRA,gybe,2026-05-09 17:14:21+00:00,1.0,medium,medium,0.2500666666666667,32.90329467773432,6.724253540039037,14.0,37.0,5.0,7.0,False,False,False,True,medium_review_priority,backup_review,False,
32,Bermuda_Race_1,Bermuda,BRA,BRA,gybe,2026-05-09 17:15:02+00:00,1.0,medium,medium,0.6485333333333333,118.19216491699194,231.46951766967769,31.0,15.0,11.0,15.0,False,False,False,True,medium_review_priority,backup_review,False,
33,Bermuda_Race_1,Bermuda,BRA,BRA,low_confidence_turn,2026-05-09 17:15:32+00:00,0.5,high,low,,98.85406036376952,,18.0,15.0,,,False,False,False,False,exclude_from_demo,exclude,False,
34,Bermuda_Race_1,Bermuda,BRA,BRA,tack,2026-05-09 17:15:48+00:00,1.0,high,high,0.6309333333333333,145.8613442230225,192.29926257133485,28.0,22.0,8.0,9.0,False,False,False,True,medium_review_priority,backup_review,False,
35,Bermuda_Race_1,Bermuda,BRA,BRA,tack,2026-05-09 17:16:35+00:00,1.0,high,high,0.37476666666666664,71.06730125427255,31.69034053802496,20.0,5.0,6.0,9.0,False,False,False,True,medium_review_priority,backup_review,False,
36,Bermuda_Race_1,Bermuda,BRA,BRA,tack,2026-05-09 17:17:25+00:00,1.0,high,high,0.8794,390.5962885951995,332.2977497005462,41.0,34.0,19.0,20.0,False,False,False,True,high_review_priority,candidate_review,False,
37,Bermuda_Race_1,Bermuda,BRA,BRA,tack,2026-05-09 17:18:00+00:00,1.0,high,high,,115.36602556228631,,18.0,40.0,9.0,10.0,False,False,False,False,low_review_priority,archive_only,False,
38,Bermuda_Race_1,Bermuda,BRA,BRA,gybe,2026-05-09 17:18:40+00:00,1.0,medium,medium,0.15113333333333334,4.526511383056587,7.858202590942284,6.0,38.0,4.0,5.0,False,False,False,True,medium_review_priority,backup_review,False,
39,Bermuda_Race_1,Bermuda,BRA,BRA,mark_rounding,2026-05-09 17:13:10+00:00,,low,low,,52.63867584228506,,27.0,1.0,17.0,27.0,False,False,False,False,exclude_from_demo,exclude,False,
40,Halifax_Race_1,Halifax,CAN,CAN,gybe,2024-06-01 19:08:46+00:00,1.0,high,high,0.9599333333333334,518.7892985343933,585.2423641871532,41.0,4.0,,,False,False,True,True,high_review_priority,candidate_review,False,
41,Halifax_Race_1,Halifax,CAN,CAN,gybe,2024-06-01 19:09:50+00:00,1.0,high,high,0.24986666666666668,21.373251399993997,45.86677729065134,7.0,29.0,0.0,0.0,False,False,False,True,medium_review_priority,backup_review,False,
42,Halifax_Race_1,Halifax,CAN,CAN,low_confidence_turn,2024-06-01 19:10:20+00:00,0.5,high,low,,15.224846420288138,,12.0,17.0,0.0,,False,False,False,False,exclude_from_demo,exclude,False,
43,Halifax_Race_1,Halifax,CAN,CAN,tack,2024-06-01 19:11:46+00:00,1.0,high,high,0.6779999999999999,150.37634691238404,233.0708307576733,25.0,27.0,15.0,16.0,False,False,False,True,medium_review_priority,backup_review,False,
44,Halifax_Race_1,Halifax,CAN,CAN,tack,2024-06-01 19:12:19+00:00,1.0,high,high,0.22610000000000002,2.063477210998485,39.64898428211198,4.0,17.0,19.0,22.0,False,False,False,True,medium_review_priority,backup_review,False,
45,Halifax_Race_1,Halifax,CAN,CAN,tack,2024-06-01 19:12:56+00:00,1.0,high,high,0.5600666666666667,100.74243782043465,141.95063154007516,16.0,27.0,23.0,,False,False,False,True,medium_review_priority,backup_review,False,
46,Halifax_Race_1,Halifax,CAN,CAN,tack,2024-06-01 19:13:32+00:00,1.0,high,high,0.8113333333333334,374.87523416519167,206.32157543031826,33.0,24.0,,,False,False,True,True,high_review_priority,candidate_review,False,
47,Halifax_Race_1,Halifax,CAN,CAN,gybe,2024-06-01 19:15:32+00:00,1.0,high,high,0.06553333333333333,0.0,5.622813449460281,0.0,37.0,7.0,10.0,False,False,False,True,medium_review_priority,backup_review,False,
48,Halifax_Race_1,Halifax,CAN,CAN,gybe,2024-06-01 19:16:03+00:00,1.0,high,high,0.4853333333333333,107.37414379119883,47.568697568706796,14.0,29.0,,,False,False,True,True,medium_review_priority,backup_review,False,
49,Halifax_Race_1,Halifax,CAN,CAN,low_confidence_turn,2024-06-01 19:16:21+00:00,0.5,high,low,,263.02948694229127,,35.0,22.0,0.0,,False,False,False,False,exclude_from_demo,exclude,False,
50,Halifax_Race_1,Halifax,CAN,CAN,tack,2024-06-01 19:16:33+00:00,1.0,high,high,0.6762333333333332,154.89732318878163,228.8088141370518,27.0,26.0,13.0,14.0,False,False,False,True,medium_review_priority,backup_review,False,
51,Halifax_Race_1,Halifax,CAN,CAN,tack,2024-06-01 19:17:29+00:00,1.0,high,high,0.596,113.50135345458978,114.5423980947917,28.0,28.0,22.0,22.0,False,False,False,True,medium_review_priority,backup_review,False,
52,Halifax_Race_1,Halifax,CAN,CAN,gybe,2024-06-01 19:18:46+00:00,1.0,high,high,0.27906666666666663,8.361031723022442,122.3182810259126,2.0,34.0,0.0,0.0,False,False,False,True,medium_review_priority,backup_review,False,
53,Halifax_Race_1,Halifax,CAN,CAN,low_confidence_turn,2026-05-09 17:07:43+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
54,Halifax_Race_1,Halifax,CAN,CAN,low_confidence_turn,2026-05-09 17:08:20+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
55,Halifax_Race_1,Halifax,CAN,CAN,low_confidence_turn,2026-05-09 17:09:52+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
56,Halifax_Race_1,Halifax,CAN,CAN,low_confidence_turn,2026-05-09 17:10:37+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
57,Halifax_Race_1,Halifax,CAN,CAN,low_confidence_turn,2026-05-09 17:10:57+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
58,Halifax_Race_1,Halifax,CAN,CAN,low_confidence_turn,2026-05-09 17:12:10+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
59,Halifax_Race_1,Halifax,CAN,CAN,low_confidence_turn,2026-05-09 17:13:01+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
60,Halifax_Race_1,Halifax,CAN,CAN,low_confidence_turn,2026-05-09 17:13:45+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
61,Halifax_Race_1,Halifax,CAN,CAN,low_confidence_turn,2026-05-09 17:14:37+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
62,Halifax_Race_1,Halifax,CAN,CAN,low_confidence_turn,2026-05-09 17:14:57+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
63,Halifax_Race_1,Halifax,CAN,CAN,low_confidence_turn,2026-05-09 17:16:00+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
64,Halifax_Race_1,Halifax,CAN,CAN,low_confidence_turn,2026-05-09 17:17:14+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
65,Halifax_Race_1,Halifax,CAN,CAN,low_confidence_turn,2026-05-09 17:17:59+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
66,Halifax_Race_1,Halifax,CAN,CAN,low_confidence_turn,2026-05-09 17:18:12+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
67,Halifax_Race_1,Halifax,CAN,CAN,mark_rounding,2026-05-09 17:09:53+00:00,,low,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
68,Halifax_Race_1,Halifax,CAN,CAN,mark_rounding,2026-05-09 17:13:46+00:00,,low,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
69,Halifax_Race_1,Halifax,CAN,CAN,mark_rounding,2026-05-09 17:17:15+00:00,,low,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
70,Halifax_Race_1,Halifax,DEN,DEN,tack,2024-06-01 19:07:15+00:00,1.0,high,high,0.9168333333333333,624.0909108924867,479.18080481704334,27.0,37.0,,,False,False,True,True,high_review_priority,candidate_review,False,
71,Halifax_Race_1,Halifax,DEN,DEN,gybe,2024-06-01 19:09:00+00:00,1.0,high,high,0.9247333333333333,388.3548310089112,455.68483473733886,41.0,5.0,,,False,False,True,True,high_review_priority,candidate_review,False,
72,Halifax_Race_1,Halifax,DEN,DEN,gybe,2024-06-01 19:10:02+00:00,1.0,high,high,0.7554000000000001,208.58132944107047,249.0130807300364,37.0,16.0,15.0,17.0,False,False,False,True,high_review_priority,candidate_review,False,
73,Halifax_Race_1,Halifax,DEN,DEN,low_confidence_turn,2024-06-01 19:10:51+00:00,0.5,high,low,,312.2417367553711,,41.0,29.0,0.0,,False,False,False,False,exclude_from_demo,exclude,False,
74,Halifax_Race_1,Halifax,DEN,DEN,tack,2024-06-01 19:11:04+00:00,1.0,high,high,0.8479333333333333,239.5756768798829,400.3166942627139,41.0,39.0,21.0,23.0,False,False,False,True,high_review_priority,candidate_review,False,
75,Halifax_Race_1,Halifax,DEN,DEN,tack,2024-06-01 19:12:04+00:00,1.0,high,high,0.3086666666666667,25.79482795715338,20.227813477576024,12.0,7.0,25.0,26.0,False,False,False,True,medium_review_priority,backup_review,False,
76,Halifax_Race_1,Halifax,DEN,DEN,tack,2024-06-01 19:12:44+00:00,1.0,high,high,0.3318333333333333,0.9727377319335488,162.33854819948402,4.0,24.0,20.0,25.0,False,False,False,True,medium_review_priority,backup_review,False,
77,Halifax_Race_1,Halifax,DEN,DEN,tack,2024-06-01 19:13:17+00:00,1.0,high,high,0.3045666666666667,57.783002357482914,22.692800803257285,11.0,11.0,0.0,0.0,False,False,False,True,medium_review_priority,backup_review,False,
78,Halifax_Race_1,Halifax,DEN,DEN,gybe,2024-06-01 19:15:32+00:00,1.0,high,high,0.03946666666666667,0.0,0.0,0.0,41.0,0.0,21.0,False,False,False,True,medium_review_priority,backup_review,False,
79,Halifax_Race_1,Halifax,DEN,DEN,gybe,2024-06-01 19:16:05+00:00,1.0,high,high,,159.56141933441165,,15.0,23.0,,,False,False,False,False,low_review_priority,archive_only,False,
80,Halifax_Race_1,Halifax,DEN,DEN,low_confidence_turn,2024-06-01 19:16:21+00:00,0.5,high,low,,228.96898727416985,,32.0,24.0,0.0,0.0,False,False,False,False,exclude_from_demo,exclude,False,
81,Halifax_Race_1,Halifax,DEN,DEN,tack,2024-06-01 19:16:31+00:00,1.0,high,high,0.5872333333333334,57.06380453109723,446.2860021591887,17.0,37.0,11.0,12.0,False,False,False,True,medium_review_priority,backup_review,False,
82,Halifax_Race_1,Halifax,DEN,DEN,tack,2024-06-01 19:17:26+00:00,1.0,high,high,0.4205,55.39105436325066,78.05632959494619,20.0,15.0,10.0,12.0,False,False,False,True,medium_review_priority,backup_review,False,
83,Halifax_Race_1,Halifax,DEN,DEN,gybe,2024-06-01 19:18:58+00:00,1.0,high,high,0.03946666666666667,0.0,0.0,0.0,41.0,0.0,0.0,False,False,False,True,medium_review_priority,backup_review,False,
84,Halifax_Race_1,Halifax,DEN,DEN,tack,2024-06-01 19:19:51+00:00,1.0,high,high,0.8842333333333333,742.8688186740875,370.30087387849403,21.0,31.0,,,False,True,True,True,exclude_from_demo,exclude,False,
85,Halifax_Race_1,Halifax,DEN,DEN,low_confidence_turn,2026-05-09 17:09:55+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
86,Halifax_Race_1,Halifax,DEN,DEN,low_confidence_turn,2026-05-09 17:10:43+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
87,Halifax_Race_1,Halifax,DEN,DEN,low_confidence_turn,2026-05-09 17:11:04+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
88,Halifax_Race_1,Halifax,DEN,DEN,low_confidence_turn,2026-05-09 17:12:17+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
89,Halifax_Race_1,Halifax,DEN,DEN,low_confidence_turn,2026-05-09 17:13:07+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
90,Halifax_Race_1,Halifax,DEN,DEN,low_confidence_turn,2026-05-09 17:13:52+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
91,Halifax_Race_1,Halifax,DEN,DEN,low_confidence_turn,2026-05-09 17:14:38+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
92,Halifax_Race_1,Halifax,DEN,DEN,low_confidence_turn,2026-05-09 17:15:14+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
93,Halifax_Race_1,Halifax,DEN,DEN,low_confidence_turn,2026-05-09 17:16:28+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
94,Halifax_Race_1,Halifax,DEN,DEN,low_confidence_turn,2026-05-09 17:17:10+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
95,Halifax_Race_1,Halifax,DEN,DEN,low_confidence_turn,2026-05-09 17:17:42+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
96,Halifax_Race_1,Halifax,DEN,DEN,low_confidence_turn,2026-05-09 17:18:21+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
97,Halifax_Race_1,Halifax,DEN,DEN,low_confidence_turn,2026-05-09 17:18:50+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
98,Halifax_Race_1,Halifax,ESP,ESP,gybe,2024-06-01 19:08:38+00:00,1.0,high,high,0.5370999999999999,87.46688209533693,127.93603270772851,21.0,23.0,14.0,16.0,False,False,False,True,medium_review_priority,backup_review,False,
99,Halifax_Race_1,Halifax,ESP,ESP,gybe,2024-06-01 19:09:33+00:00,1.0,high,high,0.42379999999999995,33.288094482421876,166.7827666485246,12.0,19.0,10.0,13.0,False,False,False,True,medium_review_priority,backup_review,False,
100,Halifax_Race_1,Halifax,ESP,ESP,tack,2024-06-01 19:10:04+00:00,1.0,high,high,0.5174333333333333,57.824903354644775,115.34672375898293,19.0,13.0,,,False,False,True,True,medium_review_priority,backup_review,False,
101,Halifax_Race_1,Halifax,ESP,ESP,tack,2024-06-01 19:11:00+00:00,1.0,high,high,0.4949,103.92727941513058,40.144396692474444,32.0,9.0,14.0,15.0,False,False,False,True,medium_review_priority,backup_review,False,
102,Halifax_Race_1,Halifax,ESP,ESP,low_confidence_turn,2024-06-01 19:14:47+00:00,0.5,high,low,,163.4916892147063,,26.0,24.0,,,False,False,False,False,exclude_from_demo,exclude,False,
103,Halifax_Race_1,Halifax,ESP,ESP,tack,2024-06-01 19:14:59+00:00,1.0,high,high,0.5029,114.28562490463246,85.46025716514117,20.0,11.0,10.0,11.0,False,False,False,True,medium_review_priority,backup_review,False,
104,Halifax_Race_1,Halifax,ESP,ESP,tack,2024-06-01 19:15:50+00:00,1.0,high,high,0.6048,171.00815159797668,39.26372825268574,41.0,14.0,22.0,,False,False,False,True,medium_review_priority,backup_review,False,
105,Halifax_Race_1,Halifax,ESP,ESP,tack,2024-06-01 19:16:34+00:00,1.0,high,high,0.23753333333333335,31.83808433532718,0.0,15.0,0.0,7.0,9.0,False,False,False,True,medium_review_priority,backup_review,False,
106,Halifax_Race_1,Halifax,ESP,ESP,low_confidence_turn,2026-05-09 17:08:23+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
107,Halifax_Race_1,Halifax,ESP,ESP,low_confidence_turn,2026-05-09 17:10:00+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
108,Halifax_Race_1,Halifax,ESP,ESP,low_confidence_turn,2026-05-09 17:10:42+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
109,Halifax_Race_1,Halifax,ESP,ESP,low_confidence_turn,2026-05-09 17:11:03+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
110,Halifax_Race_1,Halifax,ESP,ESP,low_confidence_turn,2026-05-09 17:11:34+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
111,Halifax_Race_1,Halifax,ESP,ESP,low_confidence_turn,2026-05-09 17:12:24+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
112,Halifax_Race_1,Halifax,ESP,ESP,low_confidence_turn,2026-05-09 17:13:03+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
113,Halifax_Race_1,Halifax,ESP,ESP,low_confidence_turn,2026-05-09 17:14:03+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
114,Halifax_Race_1,Halifax,ESP,ESP,low_confidence_turn,2026-05-09 17:14:57+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
115,Halifax_Race_1,Halifax,ESP,ESP,low_confidence_turn,2026-05-09 17:15:19+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
116,Halifax_Race_1,Halifax,ESP,ESP,low_confidence_turn,2026-05-09 17:16:26+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
117,Halifax_Race_1,Halifax,ESP,ESP,low_confidence_turn,2026-05-09 17:17:39+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
118,Halifax_Race_1,Halifax,ESP,ESP,low_confidence_turn,2026-05-09 17:18:30+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
119,Halifax_Race_1,Halifax,ESP,ESP,mark_rounding,2026-05-09 17:11:36+00:00,,low,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
120,Halifax_Race_1,Halifax,ESP,ESP,mark_rounding,2026-05-09 17:17:41+00:00,,low,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
121,Halifax_Race_1,Halifax,FRA,FRA,gybe,2024-06-01 19:08:45+00:00,1.0,high,high,0.5984333333333334,107.80282310485833,202.61065864386572,23.0,17.0,12.0,13.0,False,False,False,True,medium_review_priority,backup_review,False,
122,Halifax_Race_1,Halifax,FRA,FRA,gybe,2024-06-01 19:09:37+00:00,1.0,high,high,0.4416,53.52859434127813,149.20260626933418,12.0,12.0,9.0,11.0,False,False,False,True,medium_review_priority,backup_review,False,
123,Halifax_Race_1,Halifax,FRA,FRA,tack,2024-06-01 19:10:06+00:00,1.0,high,high,0.6935666666666667,181.04733713150029,139.09849563773759,36.0,29.0,29.0,,False,False,False,True,medium_review_priority,backup_review,False,
124,Halifax_Race_1,Halifax,FRA,FRA,tack,2024-06-01 19:11:01+00:00,1.0,high,high,0.5452333333333333,95.27948375701916,96.8036850244786,32.0,24.0,13.0,14.0,False,False,False,True,medium_review_priority,backup_review,False,
125,Halifax_Race_1,Halifax,FRA,FRA,tack,2024-06-01 19:11:46+00:00,1.0,high,high,0.9133333333333333,604.155557785034,293.35042155740683,39.0,29.0,,,False,False,True,True,high_review_priority,candidate_review,False,
126,Halifax_Race_1,Halifax,FRA,FRA,tack,2024-06-01 19:12:58+00:00,1.0,high,high,0.17503333333333335,4.7272858428955615,11.666615196436366,9.0,5.0,8.0,9.0,False,False,False,True,medium_review_priority,backup_review,False,
127,Halifax_Race_1,Halifax,FRA,FRA,gybe,2024-06-01 19:15:21+00:00,1.0,high,high,0.7913999999999999,238.1216266250612,308.8372123354766,34.0,6.0,16.0,,False,False,False,True,high_review_priority,candidate_review,False,
128,Halifax_Race_1,Halifax,FRA,FRA,tack,2024-06-01 19:15:47+00:00,1.0,high,high,0.5678,108.7406676864626,129.33260213720325,24.0,17.0,14.0,18.0,False,False,False,True,medium_review_priority,backup_review,False,
129,Halifax_Race_1,Halifax,FRA,FRA,tack,2024-06-01 19:16:48+00:00,1.0,high,high,0.4976333333333333,85.96815834045404,116.48220945639994,17.0,20.0,11.0,12.0,False,False,False,True,medium_review_priority,backup_review,False,
130,Halifax_Race_1,Halifax,FRA,FRA,low_confidence_turn,2024-06-01 19:17:42+00:00,0.5,high,low,,28.73496116638176,,8.0,29.0,0.0,0.0,False,False,False,False,exclude_from_demo,exclude,False,
131,Halifax_Race_1,Halifax,FRA,FRA,gybe,2024-06-01 19:17:58+00:00,1.0,high,high,0.1716,0.0,76.90083656239597,0.0,35.0,10.0,11.0,False,False,False,True,medium_review_priority,backup_review,False,
132,Halifax_Race_1,Halifax,FRA,FRA,low_confidence_turn,2026-05-09 17:08:26+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
133,Halifax_Race_1,Halifax,FRA,FRA,low_confidence_turn,2026-05-09 17:10:09+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
134,Halifax_Race_1,Halifax,FRA,FRA,low_confidence_turn,2026-05-09 17:10:51+00:00,0.5,high,low,,,,,,,,True,False,False,False,exclude_from_demo,exclude,False,
